Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	vierkant vlak wat erin vallen	14	A	31, 44
3	4	vlak wat erin vallen	21	A	31, 44, 51
2	4	aan allebei de kant	22	A	30, 51
2	3	dat vierkant vlak	11	A	34, 44
2	3	dat zijn nummer	22	A	29, 50
2	3	een soort van	2	A	0, 1
6	2	vierkant vlak	45	A	0, 14, 19, 31, 34, 44
3	2	dat zijn	23	A	29, 50, 51
3	2	en dan	51	A	1, 30, 51
2	2	aan de	3	A	0, 2
2	2	dat schuin	33	A	19, 51
2	2	een dinge	12	A	21, 32
2	2	een soort	2	A	0, 1
2	2	er een	52	A	0, 51
2	2	met dat	35	A	17, 51
2	2	met een	20	A	32, 51
2	2	zijn die	50	A	2, 51
12	1	ja	56	A	4, 7, 16, 25, 28, 42, 44, 46, 48, 56, 58, 59
8	1	dat	36	A	17, 19, 29, 34, 44, 50, 51, 52
6	1	aan	52	A	0, 1, 2, 19, 30, 51
6	1	een	52	A	0, 1, 14, 21, 32, 51
6	1	en	52	A	1, 2, 30, 44, 51, 52
5	1	de	53	A	0, 2, 30, 51, 52
5	1	schuin	52	A	0, 19, 30, 44, 51
5	1	wat	52	A	0, 1, 31, 44, 51
5	1	zijn	51	A	2, 29, 50, 51, 52
4	1	dan	52	A	1, 30, 51, 52
4	1	die	51	A	2, 30, 51, 52
4	1	met	35	A	17, 30, 32, 51
4	1	vallen	52	A	0, 31, 44, 51
3	1	dinge	16	A	17, 21, 32
3	1	er	52	A	0, 32, 51
3	1	hebben	51	A	1, 30, 51
3	1	kant	51	A	1, 30, 51
3	1	komen	52	A	0, 30, 51
3	1	nummer	24	A	27, 29, 50
3	1	staaf	52	A	1, 51, 52
2	1	als	50	A	2, 51
2	1	bolle	22	A	30, 51
2	1	deze	22	A	30, 51
2	1	onderaan	3	A	32, 34
2	1	spagaat	10	A	51, 60
2	1	uit	52	A	0, 51
2	1	zitten	21	A	1, 21

