Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	7	met die plank aan de bovenkant erdoorheen	7	A	16, 22
2	4	dit zijn met die	7	A	16, 22
2	3	een soort van	2	A	9, 10
2	3	ja ja ja	2	A	4, 5
3	2	dit zijn	15	A	8, 16, 22
3	2	ja ja	11	A	4, 5, 14
3	2	met die	14	A	9, 16, 22
2	2	en dan	8	A	10, 17
2	2	zeggen maar	8	A	9, 16
5	1	ja	16	A	2, 4, 5, 14, 17
4	1	aan	20	A	3, 9, 16, 22
4	1	met	15	A	8, 9, 16, 22
4	1	zijn	16	A	7, 8, 16, 22
3	1	die	14	A	9, 16, 22
3	1	een	3	A	8, 9, 10
3	1	en	14	A	10, 17, 23
3	1	erdoorheen	14	A	9, 16, 22
3	1	poot	21	A	3, 17, 23
3	1	twee	15	A	9, 16, 23
3	1	van	8	A	9, 10, 16
2	1	dat	3	A	7, 9
2	1	zo'n	6	A	17, 22

