Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	4	dit zijn de gieter	12	6	1	B	10, 12, 15
2	2	4	dit zijn die gieter	8	5	1	B	4, 8
6	1	2	dit zijn	4	16	1	A	0, 4, 8, 10, 12, 15
2	2	2	en dan	7	7	1	A	1, 7
2	2	2	met die	8	4	1	B	5, 8
7	7	1	ja	2	17	1	A	0, 2, 6, 7, 9, 11, 16
6	3	1	de	10	16	3	A	0, 1, 8, 10, 12, 15
6	1	1	gieter	4	16	1	A	0, 4, 8, 10, 12, 15
4	2	1	die	8	5	3	B	4, 5, 7, 8
4	3	1	met	5	9	2	A	0, 1, 5, 8
3	3	1	bol	5	6	2	A	0, 1, 5
3	2	1	en	7	8	2	A	0, 1, 7
2	2	1	dus	5	5	1	A	1, 5
2	2	1	staaf	5	5	1	A	1, 5
2	2	1	twee	8	4	1	B	5, 8

