Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	4	dit zijn die met	22	5	1	A	20, 22, 24
5	5	2	dat zijn	19	17	1	B	9, 19, 21, 23, 25
5	2	2	dit zijn	20	12	1	B	15, 20, 22, 24, 26
3	3	2	volgens mij	10	10	1	A	2, 10, 11
13	3	1	zijn	9	25	1	A	2, 9, 11, 12, 15, 19, 20, 21, 22, 23, 24, 25, 26
10	10	1	ja	11	23	3	B	3, 6, 7, 11, 13, 15, 16, 17, 21, 25
7	2	1	dat	9	24	1	A	2, 9, 19, 21, 22, 23, 25
7	4	1	die	20	21	4	B	4, 10, 15, 16, 20, 22, 24
6	6	1	het	22	24	4	A	1, 2, 11, 20, 22, 24
6	3	1	met	16	24	2	A	1, 2, 16, 20, 22, 24
5	5	1	balle	22	24	3	A	1, 2, 20, 22, 24
4	4	1	de	22	22	2	A	5, 12, 22, 26
4	1	1	mij	9	10	1	A	2, 9, 10, 11
2	2	1	deze	10	10	1	A	1, 10
2	2	1	en	5	2	1	B	4, 5
2	2	1	liggen	15	14	1	A	2, 15
2	2	1	van	4	3	1	A	2, 4

