Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	dan gaan het om	7	B	58, 64
2	4	dit zijn het vogel	20	B	40, 59
2	3	maar het zijn	13	B	39, 51
4	2	het zijn	38	B	14, 38, 39, 51
3	2	het vogel	26	B	40, 59, 65
3	2	zijn het	20	B	40, 51, 59
2	2	de I	2	B	37, 38
2	2	die twee	27	B	16, 42
2	2	het op	5	B	14, 18
2	2	met die	15	B	42, 56
2	2	of het	9	B	39, 47
2	2	oké dan	27	B	30, 56
2	2	zeggen maar	25	B	16, 40
12	1	het	52	B	14, 18, 38, 39, 40, 47, 51, 56, 58, 59, 64, 65
10	1	ja	64	B	4, 7, 9, 11, 21, 22, 30, 51, 64, 67
8	1	de	57	B	5, 32, 37, 38, 39, 54, 58, 61
6	1	dan	60	B	5, 30, 37, 56, 58, 64
6	1	die	52	B	5, 16, 32, 42, 51, 56
6	1	zijn	46	B	14, 38, 39, 40, 51, 59
5	1	maar	36	B	16, 32, 39, 40, 51
5	1	met	60	B	2, 40, 42, 56, 61
4	1	een	38	B	2, 9, 14, 39
4	1	hebben	36	B	16, 24, 37, 51
4	1	parallel	30	B	32, 42, 56, 61
4	1	twee	27	B	16, 27, 32, 42
4	1	vogel	52	B	14, 40, 59, 65
3	1	kijken	35	B	5, 35, 39
3	1	stok	46	B	16, 32, 61
2	1	Twittervogeltje	42	B	18, 59
2	1	dat	9	B	32, 40
2	1	dus	33	B	24, 56
2	1	hoed	5	B	47, 51
2	1	ik	22	B	18, 39
2	1	lijken	5	B	14, 18
2	1	naar	45	B	5, 49
2	1	nee	12	B	54, 65
2	1	niet	4	B	37, 40
2	1	precies	3	B	22, 24

