Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	links en een pixeliseren	9	B	31, 39
2	3	aan de rechterkant	18	B	14, 31
2	3	en nog een	9	B	32, 40
2	3	ja dat zijn	19	B	12, 30
2	3	met twee kegel	9	B	31, 39
3	2	en een	22	B	18, 31, 39
2	2	boven en	9	B	31, 39
2	2	dit zijn	9	B	31, 39
2	2	en één	16	B	16, 31
2	2	naar boven	16	B	16, 31
2	2	naar links	16	B	16, 31
9	1	ja	31	B	8, 12, 21, 22, 24, 28, 30, 36, 38
8	1	een	27	B	14, 15, 17, 18, 31, 32, 39, 40
7	1	en	27	B	14, 16, 18, 31, 32, 39, 40
5	1	links	24	B	16, 18, 31, 32, 39
4	1	dat	19	B	12, 14, 17, 30
4	1	de	27	B	5, 7, 14, 31
4	1	ik	24	B	5, 7, 10, 28
3	1	arm	25	B	15, 31, 39
3	1	dan	10	B	5, 10, 14
3	1	die	16	B	16, 28, 31
3	1	ding	24	B	14, 16, 37
3	1	kegel	23	B	17, 31, 39
3	1	met	26	B	14, 31, 39
3	1	nog	23	B	18, 32, 40
3	1	twee	24	B	16, 31, 39
2	1	even	24	B	5, 28
2	1	hebben	10	B	5, 14
2	1	klein	5	B	14, 18
2	1	neus	9	B	31, 39
2	1	één	16	B	16, 31

