Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	de cirkel aan de achterkant	7	A	11, 17
3	4	cirkel aan de achterkant	11	A	11, 17, 21
3	3	aan de zijkant	18	A	4, 12, 21
2	3	dit zijn met	5	A	17, 21
6	2	aan de	18	A	4, 6, 11, 12, 17, 21
2	2	dat zijn	5	A	16, 20
2	2	zitten er	3	A	4, 6
5	1	ja	23	A	1, 12, 20, 21, 23
5	1	zijn	16	A	6, 16, 17, 20, 21
3	1	cirkel	11	A	11, 17, 21
3	1	en	16	A	6, 12, 21
3	1	lepeltje	11	A	11, 17, 21
2	1	een	6	A	12, 17
2	1	er	3	A	4, 6
2	1	gaan	3	A	10, 12
2	1	maar	7	A	6, 12
2	1	met	5	A	17, 21
2	1	ok	6	A	4, 9
2	1	uitsteeksel	12	A	6, 17
2	1	één	7	A	6, 12

