Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	ja dit zijn de gieter	12	B	14, 25
3	3	ja dit zijn	12	B	14, 20, 25
2	3	gieter met dat	7	B	14, 20
3	2	met dat	14	B	14, 20, 27
2	2	aan de	3	B	3, 5
2	2	dat je	14	B	14, 27
2	2	dat zijn	6	B	19, 24
2	2	hij hebben	7	B	5, 11
2	2	kunnen klappen	8	B	20, 27
2	2	of zo	8	B	7, 14
7	1	ja	12	B	14, 16, 17, 19, 20, 23, 25
6	1	zijn	13	B	13, 14, 19, 20, 24, 25
4	1	een	9	B	3, 5, 7, 11
4	1	gieter	19	B	7, 14, 20, 25
3	1	hebben	9	B	3, 5, 11
3	1	het	11	B	3, 7, 13
3	1	kunnen	14	B	14, 20, 27
3	1	vlak	12	B	3, 5, 14
2	1	hij	7	B	5, 11
2	1	o	3	B	5, 7
2	1	ook	7	B	7, 13
2	1	zo	8	B	7, 14

