Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	6	die met het vierkant erdoorheen en	10	A	28, 37
2	4	en aan de linkerkant	21	A	17, 37
3	3	aan de linkerkant	21	A	17, 30, 37
3	2	aan de	21	A	17, 30, 37
3	2	het vierkant	31	A	7, 28, 37
2	2	de twee	10	A	28, 37
2	2	dit zijn	22	A	16, 37
2	2	en de	22	A	7, 28
2	2	twee klein	21	A	17, 37
8	1	ja	31	A	6, 9, 11, 13, 16, 20, 27, 36
5	1	de	31	A	7, 17, 28, 30, 37
4	1	aan	35	A	3, 17, 30, 37
4	1	die	22	A	16, 17, 28, 37
4	1	en	31	A	7, 17, 28, 37
4	1	vierkant	31	A	7, 16, 28, 37
3	1	erdoorheen	22	A	16, 28, 37
3	1	met	22	A	16, 28, 37
3	1	zijn	24	A	14, 16, 37
2	1	bovenop	10	A	28, 37
2	1	l-vorm	21	A	17, 37
2	1	torent	12	A	17, 28
2	1	yes	13	A	21, 33

