Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	dit zijn de F	10	A	14, 23
2	3	soort van hoed	14	A	2, 15
3	2	de F	10	A	14, 17, 23
2	2	als je	2	A	0, 1
2	2	dat zijn	5	A	22, 26
2	2	een F	2	A	0, 1
2	2	een beetje	2	A	0, 1
2	2	een soort	2	A	2, 3
2	2	en dan	2	A	2, 3
2	2	ik hebben	12	A	0, 11
9	1	ja	27	A	0, 2, 3, 5, 8, 10, 17, 21, 26
5	1	een	16	A	0, 1, 2, 3, 15
4	1	de	23	A	1, 14, 17, 23
4	1	soort	16	A	0, 2, 3, 15
3	1	als	3	A	0, 1, 2
3	1	dan	4	A	0, 2, 3
3	1	van	16	A	0, 2, 15
2	1	beker	2	A	0, 1
2	1	die	2	A	0, 1
2	1	en	2	A	2, 3
2	1	hebben	12	A	0, 11
2	1	het	16	A	0, 15
2	1	ik	12	A	0, 11
2	1	twee	14	A	0, 13
2	1	één	3	A	1, 3

