Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
5	5	2	dit zijn	11	15	1	A	6, 11, 16, 18, 20
5	5	2	twee verrekijker	18	15	3	A	6, 12, 16, 18, 20
11	11	1	ja	4	21	1	A	1, 4, 5, 8, 9, 12, 13, 14, 15, 19, 21
8	8	1	en	2	19	1	B	0, 2, 3, 7, 8, 11, 16, 18
7	2	1	twee	18	20	5	A	1, 5, 6, 12, 16, 18, 20
7	2	1	verrekijker	6	21	1	B	0, 6, 11, 12, 16, 18, 20
7	2	1	zijn	11	20	3	A	1, 5, 6, 11, 16, 18, 20
5	5	1	met	11	15	1	A	6, 11, 16, 18, 20
4	4	1	dat	11	18	2	A	1, 5, 11, 18
4	4	1	de	18	15	2	A	6, 16, 18, 20

