Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	klein worden aan de	33	16	1	A	18, 33
7	7	3	aan de rechterkant	11	28	1	B	8, 11, 18, 24, 27, 33, 35
4	4	3	aan de achterkant	18	30	1	B	4, 18, 24, 33
3	3	3	die klein worden	35	23	2	A	13, 27, 35
3	3	3	een soort van	10	11	2	A	0, 1, 10
11	4	2	aan de	4	35	1	A	1, 4, 8, 11, 13, 18, 24, 27, 28, 33, 35
6	1	2	klein worden	22	23	2	A	13, 18, 22, 27, 33, 35
5	5	2	dit zijn	8	28	1	A	0, 8, 17, 22, 27
2	2	2	en zo'n	24	12	1	A	13, 24
2	2	2	ja precies	25	7	1	B	19, 25
2	2	2	nog iets	33	16	1	A	18, 33
2	2	2	vierkant worden	22	21	1	A	2, 22
16	14	1	ja	3	39	1	A	0, 3, 5, 12, 14, 15, 19, 21, 22, 23, 25, 26, 29, 36, 37, 38
12	4	1	de	18	35	1	A	1, 4, 8, 11, 13, 18, 22, 24, 27, 28, 33, 35
11	10	1	die	11	30	1	B	8, 11, 13, 18, 22, 24, 27, 30, 33, 35, 37
10	9	1	en	4	36	1	A	1, 4, 9, 10, 13, 18, 24, 28, 33, 36
8	6	1	een	10	35	3	A	0, 1, 2, 10, 18, 22, 28, 34
8	1	1	rechterkant	8	34	1	A	2, 8, 11, 18, 24, 27, 33, 35
8	1	1	worden	8	34	1	A	2, 8, 13, 18, 22, 27, 33, 35
7	1	1	klein	22	34	3	A	2, 13, 18, 22, 27, 33, 35
7	3	1	zijn	8	28	1	A	0, 8, 11, 17, 22, 26, 27
6	6	1	met	22	38	2	A	0, 17, 22, 27, 36, 37
6	5	1	vierkant	22	26	4	A	2, 11, 13, 18, 22, 27
5	5	1	boven	9	34	1	A	0, 9, 24, 28, 33
5	3	1	nog	33	34	3	A	1, 18, 28, 33, 34
4	4	1	er	33	34	3	A	0, 1, 2, 33
4	1	1	van	11	12	2	A	0, 1, 10, 11
4	4	1	zitten	8	35	2	A	1, 2, 8, 35
4	2	1	zo'n	24	23	3	A	2, 13, 18, 24
4	4	1	één	4	14	1	A	0, 4, 11, 13
3	3	1	dan	24	21	1	A	13, 24, 33
3	3	1	twee	9	37	1	A	1, 9, 37
3	3	1	weer	13	15	1	B	8, 13, 22
2	2	1	het	22	12	1	A	11, 22
2	2	1	maar	35	35	1	A	1, 35
2	2	1	naar	28	19	1	B	10, 28

