Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	5	dit zijn weer met die	22	7	1	B	16, 22
2	2	4	dit zijn met die	24	7	1	A	18, 24
4	4	3	ja dat zijn	19	9	1	A	17, 19, 23, 25
2	2	3	die spijker die	22	3	1	B	20, 22
2	2	3	en die schans	24	7	1	A	18, 24
2	2	3	met die spijker	24	3	1	A	22, 24
5	1	2	dat zijn	21	9	1	A	17, 19, 21, 23, 25
5	1	2	dit zijn	20	9	1	B	16, 18, 20, 22, 24
5	2	2	met die	18	9	1	B	16, 18, 20, 22, 24
4	2	2	die schans	18	9	1	B	16, 18, 20, 24
2	2	2	een schans	6	3	1	B	4, 6
13	10	1	ja	3	26	1	A	0, 3, 6, 8, 10, 11, 12, 17, 18, 19, 21, 23, 25
12	2	1	zijn	17	14	3	B	12, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25
9	4	1	dat	5	25	1	A	1, 5, 9, 17, 18, 19, 21, 23, 25
7	2	1	die	16	24	1	A	1, 16, 18, 20, 21, 22, 24
7	7	1	het	4	20	2	A	1, 2, 4, 9, 14, 16, 20
7	3	1	met	16	24	2	A	1, 2, 16, 18, 20, 22, 24
7	1	1	schans	22	21	1	B	4, 6, 16, 18, 20, 22, 24
6	4	1	een	4	13	3	A	0, 1, 2, 4, 6, 12
6	4	1	en	9	24	1	A	1, 9, 18, 20, 22, 24
4	4	1	er	24	25	3	A	0, 1, 22, 24
4	4	1	lopen	9	22	1	A	1, 9, 18, 22
4	1	1	spijker	22	9	2	B	16, 20, 22, 24
3	3	1	hij	12	12	2	A	1, 10, 12
3	3	1	kop	16	21	1	A	0, 16, 20
3	3	1	soort	16	16	2	A	1, 2, 16
3	1	1	weer	16	21	1	A	2, 16, 22
2	2	1	dan	14	5	1	A	10, 14
2	2	1	ding	9	8	1	A	2, 9
2	2	1	doorheen	24	3	1	A	22, 24
2	2	1	lijken	9	9	1	A	1, 9
2	2	1	ok	15	9	1	B	7, 15

