Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
5	5	3	aan de linkerkant	17	28	1	B	10, 17, 24, 30, 37
3	3	3	aan de bovenkant	17	31	1	B	5, 17, 35
3	3	3	en aan de	17	36	1	B	2, 17, 37
2	2	3	de twee klein	37	3	1	B	35, 37
2	2	3	die eruit komen	19	3	1	A	17, 19
9	2	2	aan de	17	36	3	B	2, 5, 10, 17, 19, 24, 30, 35, 37
5	3	2	twee klein	17	37	1	B	1, 17, 24, 35, 37
3	1	2	de twee	35	10	1	A	28, 35, 37
3	3	2	dit zijn	23	22	1	A	16, 23, 37
3	3	2	dwars doorheen	8	29	1	A	7, 8, 35
3	3	2	en de	35	29	2	A	7, 28, 35
3	3	2	ja ja	13	15	1	B	12, 13, 26
2	2	2	de l-vorm	35	19	1	A	17, 35
2	2	2	ja die	16	9	1	B	8, 16
2	2	2	zitten er	8	2	1	A	7, 8
15	11	1	ja	8	35	1	A	6, 8, 9, 11, 12, 13, 16, 18, 20, 26, 27, 29, 32, 36, 40
12	1	1	de	7	37	3	B	1, 2, 5, 7, 10, 17, 19, 24, 28, 30, 35, 37
11	2	1	aan	3	37	2	B	1, 2, 3, 5, 10, 17, 19, 24, 30, 35, 37
10	6	1	en	7	37	2	B	1, 2, 7, 10, 17, 19, 24, 28, 35, 37
9	6	1	die	16	37	3	B	1, 8, 12, 16, 17, 19, 24, 28, 37
8	6	1	er	7	36	3	B	0, 1, 5, 7, 8, 10, 24, 35
7	7	1	het	7	38	2	B	0, 5, 7, 22, 23, 28, 37
7	7	1	vierkant	7	38	1	B	0, 7, 16, 23, 28, 35, 37
6	3	1	zijn	14	37	1	B	1, 14, 16, 22, 23, 37
5	2	1	dwars	7	36	1	B	0, 7, 8, 23, 35
5	5	1	met	23	22	1	A	16, 23, 28, 35, 37
5	5	1	zitten	7	36	2	B	0, 5, 7, 8, 35
4	4	1	erdoorheen	23	22	1	A	16, 23, 28, 37
4	2	1	komen	17	15	2	B	5, 10, 17, 19
3	1	1	eruit	17	19	1	B	1, 17, 19
3	1	1	l-vorm	37	21	1	A	17, 35, 37
3	3	1	yes	38	18	2	A	21, 33, 38
2	2	1	dat	14	10	1	B	5, 14
2	2	1	okee	15	9	1	A	7, 15

