Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	dan weer op staat	8	A	7, 14
2	4	waar die op staat	11	A	4, 14
2	3	dat driehoek waar	8	A	7, 14
2	3	draaien poot met	7	A	11, 17
3	2	dat driehoek	12	A	7, 14, 18
2	2	dat zijn	17	A	1, 17
2	2	en dan	12	A	7, 18
2	2	met de	5	A	14, 18
2	2	met die	8	A	4, 11
2	2	waar die	11	A	4, 14
2	2	zijn met	11	A	4, 14
5	1	dat	18	A	1, 7, 14, 17, 18
5	1	die	17	A	1, 4, 11, 14, 17
5	1	driehoek	12	A	7, 11, 14, 17, 18
4	1	zijn	17	A	1, 4, 14, 17
3	1	de	18	A	1, 14, 18
3	1	draaien	8	A	11, 17, 18
3	1	en	12	A	7, 14, 18
2	1	draaiing	11	A	4, 14
2	1	ja	6	A	1, 6

