Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	3	aan de rechterkant	24	21	1	A	4, 24
2	2	3	ja dat zijn	23	23	1	A	1, 23
4	4	2	dat dienblad	14	26	1	A	4, 14, 16, 29
4	2	2	dat zijn	13	23	2	A	1, 8, 13, 23
4	4	2	dienblad en	16	26	1	A	4, 16, 22, 29
3	3	2	die spijker	16	12	1	A	8, 16, 19
3	3	2	het dienblad	24	6	1	A	22, 24, 27
2	2	2	ja ja	26	15	1	B	12, 26
17	13	1	ja	5	31	2	A	0, 1, 5, 7, 8, 9, 10, 11, 12, 14, 15, 18, 20, 21, 23, 26, 30
11	7	1	zijn	13	30	4	A	0, 1, 4, 8, 13, 14, 22, 23, 24, 27, 29
10	4	1	dat	13	30	5	A	0, 1, 2, 4, 8, 13, 14, 16, 23, 29
10	7	1	en	5	28	2	A	2, 4, 5, 8, 16, 19, 22, 25, 27, 29
8	5	1	spijker	16	28	2	A	2, 8, 16, 19, 22, 25, 27, 29
7	7	1	een	25	30	5	A	0, 1, 2, 4, 8, 25, 29
6	6	1	met	14	28	3	A	0, 1, 8, 14, 22, 27
5	3	1	de	24	27	3	A	1, 4, 22, 24, 27
5	5	1	links	8	25	1	B	5, 8, 16, 25, 29
4	2	1	die	14	12	1	A	8, 14, 16, 19
3	3	1	naar	5	8	1	A	1, 5, 8
2	2	1	heel	5	2	1	A	4, 5
2	2	1	rechts	27	12	1	B	16, 27
2	2	1	wat	14	7	1	A	8, 14
2	2	1	zeggen	14	7	1	A	8, 14

