Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	6	dit zijn de hoofdvorm met twee	27	13	1	A	15, 27
4	4	5	een yoghurtbak op zijn kop	9	23	1	A	0, 9, 21, 22
3	1	5	dit zijn de hoofdvorm met	27	13	2	A	15, 24, 27
4	1	4	dit zijn de hoofdvorm	20	13	1	A	15, 20, 24, 27
8	4	3	op zijn kop	9	28	2	A	0, 6, 9, 16, 21, 22, 24, 27
3	3	3	een soort van	22	23	2	A	0, 4, 22
3	3	3	en aan de	10	9	2	A	2, 4, 10
3	3	3	ook een yoghurtbak	22	14	1	A	11, 22, 24
2	2	3	de hoofdvorm en	16	9	1	B	8, 16
2	2	3	die uitsteken en	27	22	1	A	6, 27
2	2	3	op de hoofdvorm	21	6	1	A	16, 21
9	2	2	de hoofdvorm	8	28	1	A	0, 8, 15, 16, 20, 21, 22, 24, 27
8	5	2	aan de	8	26	2	A	2, 4, 8, 10, 15, 22, 24, 27
8	1	2	op zijn	9	28	2	A	0, 6, 9, 16, 21, 22, 24, 27
5	2	2	ook een	10	19	1	A	6, 10, 11, 22, 24
3	1	2	die uitsteken	8	22	1	A	6, 8, 27
3	1	2	op de	21	21	2	A	1, 16, 21
13	5	1	zijn	7	28	2	A	0, 6, 7, 9, 10, 15, 16, 18, 20, 21, 22, 24, 27
12	12	1	ja	5	29	2	A	0, 4, 5, 7, 10, 12, 13, 17, 19, 23, 25, 28
10	2	1	een	9	25	3	A	0, 4, 6, 9, 10, 11, 16, 21, 22, 24
9	2	1	en	22	26	3	A	2, 4, 6, 8, 10, 16, 22, 24, 27
7	5	1	twee	8	26	1	A	2, 8, 15, 16, 20, 24, 27
6	6	1	hebben	8	25	4	A	0, 2, 4, 6, 8, 24
6	1	1	yoghurtbak	24	25	1	A	0, 9, 11, 21, 22, 24
5	5	1	je	8	23	3	A	2, 4, 6, 8, 24
4	2	1	die	8	28	2	A	0, 6, 8, 27
4	1	1	met	27	13	3	A	15, 16, 24, 27
4	4	1	plat	8	25	1	A	3, 8, 20, 27
4	4	1	staaf	22	21	3	A	2, 3, 6, 22
4	1	1	uitsteken	20	22	1	A	6, 8, 20, 27
2	2	1	dan	11	4	1	B	8, 11
2	2	1	het	24	15	1	B	10, 24
2	2	1	vierkant	16	7	1	B	10, 16
2	2	1	wat	10	11	1	A	0, 10

