Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	5	die bollet aan de zijkant	29	4	1	B	26, 29
4	2	3	aan de zijkant	26	30	2	A	0, 7, 26, 29
3	3	3	ja dat zijn	30	6	1	A	27, 30, 32
2	2	3	en dan daarachter	19	6	1	B	14, 19
2	2	3	op een gieter	23	24	1	A	0, 23
8	5	2	aan de	12	30	4	A	0, 1, 2, 7, 12, 18, 26, 29
6	3	2	dat zijn	17	23	1	B	10, 17, 22, 27, 30, 32
6	6	2	dit zijn	11	32	1	A	0, 11, 18, 23, 28, 31
3	3	2	met dat	24	24	2	A	1, 19, 24
3	3	2	met die	18	18	1	B	12, 18, 29
3	3	2	soort van	14	13	2	A	2, 7, 14
2	2	2	met een	15	16	1	A	0, 15
16	13	1	ja	3	33	2	A	0, 2, 3, 5, 7, 8, 13, 16, 18, 20, 21, 25, 27, 28, 30, 32
13	1	1	zijn	4	33	1	A	0, 4, 10, 11, 17, 18, 22, 23, 27, 28, 30, 31, 32
11	3	1	dat	4	33	2	A	0, 1, 4, 10, 17, 19, 22, 24, 27, 30, 32
10	4	1	met	11	30	3	A	0, 1, 2, 11, 12, 15, 18, 19, 24, 29
8	5	1	die	11	25	1	A	7, 11, 12, 18, 23, 26, 29, 31
6	4	1	en	14	27	3	A	0, 1, 2, 14, 19, 26
5	3	1	gieter	23	32	2	A	0, 18, 23, 28, 31
4	2	1	een	15	24	2	A	0, 2, 15, 23
4	4	1	erdoorheen	18	26	1	B	4, 18, 24, 29
4	1	1	soort	11	13	2	A	2, 7, 11, 14
3	3	1	het	11	30	1	A	0, 11, 29
2	2	1	lijken	23	24	1	A	0, 23
2	2	1	vinden	23	24	1	A	0, 23

