Freq.	Size	Surface Form	Spanning	First Speaker	Turns
3	2	klein boekentas	8	B	31, 36, 38
2	2	als een	15	B	7, 21
2	2	de klein	5	B	38, 42
2	2	dit zijn	8	B	31, 38
2	2	een balk	3	B	2, 4
2	2	een tas	9	B	13, 21
2	2	het zijn	15	B	2, 16
2	2	kunnen ook	10	B	12, 21
2	2	net een	9	B	13, 21
2	2	ook een	6	B	7, 12
2	2	ook wel	22	B	0, 21
2	2	zeggen maar	7	B	2, 8
11	1	ja	44	B	1, 2, 7, 8, 19, 20, 21, 24, 29, 31, 44
8	1	een	20	B	2, 4, 7, 8, 9, 12, 13, 21
8	1	zijn	39	B	0, 2, 7, 12, 16, 21, 31, 38
6	1	het	20	B	2, 7, 9, 12, 16, 21
4	1	dat	25	B	7, 13, 21, 31
4	1	ook	22	B	0, 7, 12, 21
3	1	balk	15	B	2, 4, 16
3	1	de	36	B	7, 38, 42
3	1	dit	18	B	21, 31, 38
3	1	maar	8	B	2, 8, 9
2	1	E	8	B	30, 37
2	1	aan	3	B	7, 9
2	1	ander	15	B	7, 21
2	1	beetje	12	B	9, 20
2	1	daar	13	B	9, 21
2	1	denken	3	B	7, 9
2	1	eigenlijk	20	B	2, 21
2	1	en	2	B	6, 7
2	1	kunnen	10	B	12, 21
2	1	net	9	B	13, 21

