Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	dit zijn met één telescoop	6	B	27, 32
2	4	dat zijn voor mij	6	B	26, 31
2	4	die twee joystick en	6	B	27, 32
3	3	dit zijn met	13	B	20, 27, 32
2	3	dat zijn dan	4	B	15, 18
3	2	met één	13	B	20, 27, 32
2	2	en dan	12	B	10, 21
2	2	en een	8	B	25, 32
2	2	zo'n zelfde	12	B	10, 21
7	1	die	26	B	7, 9, 10, 20, 27, 30, 32
5	1	dat	17	B	15, 18, 21, 26, 31
5	1	en	23	B	10, 21, 25, 27, 32
5	1	ja	25	B	2, 6, 10, 17, 26
4	1	telescoop	13	B	20, 27, 30, 32
4	1	wormp	12	B	21, 25, 27, 32
4	1	één	23	B	10, 20, 27, 32
3	1	een	8	B	25, 30, 32
2	1	ding	11	B	10, 20
2	1	zo'n	12	B	10, 21

