Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	dat vierkant erachter waar	14	B	31, 44
2	4	weer die met die	14	B	30, 43
3	3	die met die	30	B	14, 30, 43
4	2	met die	38	B	6, 14, 30, 43
3	2	dat zijn	30	B	13, 29, 42
2	2	aan afhangen	14	B	31, 44
2	2	die knop	4	B	27, 30
2	2	dit zijn	17	B	14, 30
2	2	ja ja	11	B	27, 37
2	2	met dat	17	B	15, 31
10	1	ja	38	B	4, 8, 12, 19, 20, 27, 35, 37, 40, 41
7	1	met	38	B	6, 10, 14, 15, 30, 31, 43
6	1	die	38	B	6, 14, 27, 30, 33, 43
6	1	zijn	31	B	13, 14, 29, 30, 42, 43
3	1	aan	15	B	30, 31, 44
3	1	en	39	B	6, 10, 44
3	1	erachter	30	B	15, 31, 44
3	1	knop	7	B	27, 30, 33
3	1	vierkant	35	B	10, 31, 44
2	1	dan	34	B	10, 43
2	1	het	16	B	17, 32
2	1	iets	35	B	10, 44
2	1	lijken	28	B	6, 33
2	1	nog	22	B	10, 31
2	1	op	20	B	14, 33
2	1	twee	19	B	14, 32
2	1	zo	17	B	17, 33
2	1	zo'n	8	B	10, 17

