Freq.	Size	Surface Form	Spanning	First Speaker	Turns
3	2	aan de	18	A	11, 14, 28
2	2	de linkerkant	4	A	11, 14
2	2	die kant	4	A	14, 17
2	2	vierkant plaat	12	A	17, 28
2	2	voor nummer	18	A	9, 26
9	1	ja	31	A	5, 8, 17, 22, 23, 25, 31, 34, 35
5	1	ik	20	A	7, 8, 9, 14, 26
4	1	aan	18	A	11, 14, 17, 28
4	1	die	8	A	10, 11, 14, 17
3	1	een	16	A	2, 5, 17
3	1	en	28	A	2, 14, 29
3	1	gaan	18	A	9, 14, 26
3	1	nummer	27	A	9, 26, 35
3	1	robot	32	A	5, 10, 36
3	1	voor	18	A	9, 14, 26
3	1	weer	19	A	10, 11, 28
3	1	zijn	15	A	14, 17, 28
2	1	ah	3	A	2, 4
2	1	antenne	12	A	2, 13
2	1	maar	4	A	14, 17
2	1	met	18	A	11, 28
2	1	nou	19	A	10, 28
2	1	ons	9	A	28, 36
2	1	oog	16	A	14, 29
2	1	spijker	28	A	2, 29
2	1	twee	7	A	29, 35

