Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	erdoorheen en een plat cirkel	7	B	26, 32
2	3	ja dat zijn	7	B	25, 31
2	3	met een stok	27	B	6, 32
2	3	zitten aan de	3	B	6, 8
3	2	dat zijn	15	B	17, 25, 31
3	2	een stok	27	B	6, 19, 32
3	2	ja dat	18	B	14, 25, 31
3	2	met een	27	B	6, 26, 32
2	2	dat dat	7	B	8, 14
2	2	de de	14	B	19, 32
2	2	een staaf	8	B	19, 26
2	2	en dan	6	B	14, 19
2	2	en de	7	B	26, 32
2	2	het lepel	7	B	26, 32
6	1	dat	26	B	6, 8, 14, 17, 25, 31
6	1	en	25	B	8, 14, 19, 26, 29, 32
6	1	ja	26	B	6, 12, 14, 22, 25, 31
5	1	een	27	B	6, 18, 19, 26, 32
4	1	zijn	15	B	17, 25, 30, 31
4	1	zitten	14	B	6, 8, 14, 19
3	1	cirkel	14	B	19, 26, 32
3	1	lepel	7	B	26, 29, 32
3	1	met	27	B	6, 26, 32
3	1	plat	25	B	8, 26, 32
2	1	bal	4	B	29, 32
2	1	die	2	B	29, 30
2	1	doorheen	14	B	6, 19
2	1	het	7	B	26, 32
2	1	i	9	B	17, 25
2	1	ovaal	12	B	8, 19
2	1	rechts	14	B	19, 32
2	1	waar	12	B	19, 30

