Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	6	zijn het ei met de stok	11	B	13, 23
3	3	en een lepeltje	19	B	13, 24, 31
3	2	en een	19	B	13, 24, 31
2	2	dit zijn	9	B	23, 31
2	2	neus en	27	B	5, 31
2	2	stok erdoor	9	B	23, 31
7	1	ja	30	B	1, 5, 9, 17, 20, 26, 30
7	1	zijn	23	B	9, 12, 13, 22, 23, 29, 31
5	1	een	27	B	5, 9, 13, 24, 31
3	1	dit	20	B	12, 23, 31
3	1	ei	19	B	13, 23, 31
3	1	met	19	B	13, 23, 31
2	1	dat	14	B	9, 22
2	1	je	21	B	9, 29
2	1	link	24	B	8, 31
2	1	nummer	11	B	12, 22
2	1	wachten	5	B	5, 9

