Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
5	5	3	aan de voorkant	2	39	1	B	1, 2, 4, 38, 39
2	2	3	en een soort	36	30	1	B	7, 36
2	2	3	rond aan de	42	5	1	B	38, 42
2	2	3	van het kop	35	32	1	B	4, 35
9	3	2	aan de	6	42	1	B	1, 2, 4, 6, 17, 28, 38, 39, 42
6	6	2	een kegel	21	33	1	A	9, 21, 22, 28, 38, 41
6	4	2	en een	9	36	1	B	7, 9, 29, 36, 41, 42
4	4	2	een rechthoek	8	32	1	B	7, 8, 28, 38
4	2	2	een soort	10	30	1	B	7, 10, 19, 36
3	1	2	het kop	35	32	2	B	4, 28, 35
2	2	2	hebben een	28	9	1	A	20, 28
2	2	2	ja een	22	12	1	B	11, 22
19	7	1	een	8	42	3	B	1, 6, 7, 8, 9, 10, 11, 17, 19, 20, 21, 22, 28, 29, 34, 36, 38, 41, 42
16	14	1	ja	5	44	2	B	0, 1, 5, 11, 13, 20, 22, 24, 26, 27, 29, 31, 32, 33, 40, 43
13	9	1	en	9	36	1	B	7, 9, 10, 13, 17, 18, 20, 28, 29, 36, 38, 41, 42
10	1	1	de	13	42	1	B	1, 2, 4, 6, 13, 17, 28, 38, 39, 42
8	6	1	hebben	28	22	3	A	17, 18, 20, 28, 32, 34, 36, 38
8	2	1	kegel	9	35	1	B	7, 9, 21, 22, 28, 36, 38, 41
7	7	1	je	11	27	1	A	10, 11, 17, 18, 20, 34, 36
6	4	1	het	35	38	4	B	1, 3, 4, 28, 35, 38
6	2	1	rechthoek	36	34	1	B	7, 8, 28, 36, 38, 40
6	6	1	zijn	12	41	1	B	3, 12, 26, 37, 41, 43
5	5	1	dat	26	24	1	A	20, 26, 36, 37, 43
5	5	1	oké	15	29	1	A	13, 15, 16, 40, 41
4	4	1	die	12	18	1	B	11, 12, 17, 28
4	1	1	kop	41	38	2	B	4, 28, 35, 41
4	4	1	zitten	10	17	2	B	1, 7, 10, 17
3	3	1	boven	28	19	1	A	18, 28, 36
3	3	1	bovenop	8	35	1	B	7, 8, 41
3	3	1	helemaal	19	34	1	B	3, 19, 36
3	1	1	rond	42	40	2	B	3, 38, 42
3	1	1	van	35	32	2	B	4, 7, 35
2	2	1	driehoek	11	2	1	A	10, 11
2	2	1	hier	34	34	1	B	1, 34
2	2	1	midden	35	8	1	B	28, 35
2	2	1	omhoog	28	10	1	A	19, 28
2	2	1	op	41	14	1	B	28, 41

