Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	3	door het neus	13	12	1	A	2, 13
2	2	3	een rond neusje	4	2	1	B	3, 4
4	2	2	het neus	12	14	1	A	2, 12, 13, 15
3	3	2	het zijn	11	12	1	A	1, 11, 12
2	2	2	aan de	13	13	1	A	1, 13
2	2	2	en het	23	12	1	B	12, 23
2	2	2	het pluk	23	5	1	B	19, 23
2	2	2	met het	19	5	1	A	15, 19
10	5	1	het	3	23	2	A	1, 2, 3, 11, 12, 13, 15, 16, 19, 23
9	9	1	ja	9	29	2	A	1, 4, 9, 11, 17, 20, 24, 26, 29
8	6	1	een	3	28	2	A	1, 2, 3, 4, 7, 8, 13, 28
7	5	1	en	12	23	4	A	1, 2, 5, 8, 12, 13, 23
7	3	1	neus	12	28	2	A	1, 2, 12, 13, 15, 22, 28
7	4	1	zijn	3	28	1	A	1, 3, 4, 11, 12, 15, 28
4	2	1	aan	13	16	2	A	1, 7, 13, 16
4	4	1	dat	12	13	2	A	4, 5, 12, 16
4	2	1	de	15	22	1	A	1, 13, 15, 22
4	3	1	met	15	10	1	B	13, 15, 19, 22
4	2	1	pluk	13	16	1	A	8, 13, 19, 23
3	1	1	door	28	27	1	A	2, 13, 28
3	3	1	hebben	13	28	1	A	1, 13, 28
3	3	1	piercing	15	16	1	B	13, 15, 28
2	2	1	neuspiercing	22	4	1	B	19, 22
2	2	1	oké	6	7	1	A	0, 6
2	2	1	zo'n	13	13	1	A	1, 13

