Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	even kijken waar die	35	21	1	B	15, 35
2	2	4	omgekeerde hond voor jou	34	21	1	A	14, 34
4	4	3	ok bij mij	23	28	2	A	9, 16, 23, 36
3	3	3	dit zijn die	18	12	1	A	14, 18, 25
3	3	3	ja dat zijn	31	21	1	B	13, 31, 33
2	2	3	bij mij zijn	10	2	1	A	9, 10
2	2	3	dit zijn de	37	4	1	B	34, 37
2	2	3	een juichen poppe	29	30	1	B	0, 29
2	2	3	het juichend poppe	34	21	1	A	14, 34
2	2	3	ja bij mij	28	19	1	B	10, 28
2	2	3	zijn bij mij	21	7	1	B	15, 21
10	2	2	bij mij	27	28	1	A	9, 10, 15, 16, 21, 23, 27, 28, 35, 36
6	4	2	omgekeerde hond	22	26	3	A	9, 14, 21, 22, 25, 34
5	3	2	juichend poppe	34	24	3	A	14, 21, 25, 34, 37
4	1	2	dat zijn	31	21	2	B	13, 15, 31, 33
4	4	2	een beetje	9	31	2	B	0, 4, 9, 30
4	2	2	even kijken	21	21	1	B	15, 21, 26, 35
4	1	2	ja dat	13	28	1	A	6, 13, 31, 33
3	1	2	een juichen	29	30	2	B	0, 18, 29
3	3	2	op een	9	31	1	B	1, 9, 31
2	2	2	aan de	6	3	1	B	4, 6
2	2	2	een hond	19	2	1	B	18, 19
2	2	2	ik een	19	2	1	B	18, 19
2	2	2	ja dit	14	15	1	B	0, 14
2	2	2	ja ik	30	22	1	A	9, 30
2	2	2	ja ja	21	12	1	B	10, 21
2	2	2	o ja	35	36	1	B	0, 35
2	2	2	of zo	9	10	1	B	0, 9
2	2	2	vierkant en	6	4	1	B	3, 6
20	12	1	ja	2	36	2	B	0, 1, 2, 5, 6, 7, 8, 9, 10, 11, 13, 14, 21, 22, 28, 30, 31, 32, 33, 35
17	5	1	zijn	9	38	2	B	0, 4, 9, 10, 13, 14, 15, 18, 20, 21, 25, 30, 31, 33, 34, 35, 37
12	2	1	bij	9	33	1	B	4, 9, 10, 15, 16, 19, 21, 23, 27, 28, 35, 36
12	5	1	een	6	32	4	B	0, 1, 3, 4, 6, 9, 18, 19, 20, 29, 30, 31
9	6	1	dat	6	33	2	B	1, 4, 6, 9, 13, 15, 20, 31, 33
9	1	1	hond	37	29	2	A	9, 14, 18, 19, 21, 22, 25, 34, 37
8	6	1	het	9	35	2	B	0, 3, 9, 10, 14, 20, 33, 34
7	2	1	die	14	36	1	B	0, 14, 15, 18, 21, 25, 35
7	3	1	ik	10	25	2	A	6, 9, 10, 12, 18, 19, 30
7	5	1	o	35	39	5	B	0, 10, 18, 22, 34, 35, 38
7	3	1	ok	10	28	1	A	9, 10, 16, 17, 23, 24, 36
6	6	1	maar	6	31	2	B	1, 3, 6, 9, 30, 31
5	5	1	dan	20	28	1	A	6, 20, 22, 31, 33
5	5	1	en	6	32	1	B	3, 6, 18, 31, 34
5	5	1	iets	19	31	2	B	1, 4, 19, 20, 31
5	5	1	ook	6	32	2	B	0, 3, 6, 13, 31
5	5	1	zien	10	26	1	A	6, 10, 18, 29, 31
5	3	1	zo	9	32	2	B	0, 4, 9, 30, 31
4	2	1	aan	6	21	2	B	0, 4, 6, 20
4	1	1	beetje	30	31	2	B	0, 4, 9, 30
4	4	1	je	21	22	1	B	10, 21, 29, 31
4	2	1	of	20	23	1	B	0, 9, 20, 22
3	3	1	denken	19	20	2	B	0, 18, 19
3	3	1	in	29	12	1	B	20, 29, 31
3	1	1	waar	35	23	2	B	13, 15, 35
3	3	1	wel	10	25	1	A	6, 10, 30
2	2	1	daar	38	10	1	A	29, 38
2	2	1	er	31	32	1	B	0, 31
2	2	1	gewoon	31	31	1	B	1, 31
2	2	1	niet	30	2	1	A	29, 30
2	1	1	voor	34	21	1	A	14, 34

