Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	dit zijn die compact	6	B	19, 24
2	4	en aan de rechterkant	16	B	1, 16
2	3	aan de linkerkant	17	B	0, 16
2	3	en aan de	16	B	1, 16
2	3	zeggen maar die	3	B	14, 16
2	3	zijn zeggen maar	3	B	2, 4
3	2	aan de	17	B	0, 1, 16
2	2	een balk	13	B	0, 12
2	2	okan ja	20	B	0, 19
7	1	ja	23	B	0, 1, 4, 6, 8, 19, 22
7	1	zijn	23	B	2, 4, 14, 18, 19, 23, 24
5	1	die	21	B	4, 14, 16, 19, 24
4	1	aan	17	B	0, 1, 2, 16
4	1	balk	17	B	0, 2, 12, 16
4	1	een	17	B	0, 1, 12, 16
3	1	compact	11	B	14, 19, 24
3	1	dan	18	B	1, 4, 18
3	1	dat	20	B	4, 19, 23
3	1	hij	15	B	2, 14, 16
3	1	okan	20	B	0, 18, 19
3	1	zitten	16	B	1, 2, 16
2	1	E	6	B	18, 23
2	1	bovenop	8	B	12, 19
2	1	en	16	B	1, 16
2	1	er	16	B	1, 16
2	1	hebben	17	B	0, 16
2	1	heel	13	B	2, 14
2	1	het	17	B	2, 18
2	1	nog	16	B	1, 16
2	1	of	14	B	1, 14
2	1	ok	11	B	14, 24
2	1	op	15	B	2, 16

