Freq.	Size	Surface Form	Spanning	First Speaker	Turns
3	3	uit het beker	36	A	7, 21, 42
2	3	aan de linkerzijde	5	A	8, 12
2	3	dat zijn nummer	15	A	5, 19
2	3	in het houder	20	A	23, 42
2	3	met de twee	22	A	21, 42
2	3	met een soort	15	A	8, 22
6	2	het beker	37	A	6, 7, 20, 21, 37, 42
5	2	een soort	27	A	8, 9, 12, 22, 34
4	2	uit het	36	A	7, 21, 29, 42
3	2	aan de	36	A	8, 12, 43
3	2	in het	37	A	6, 23, 42
3	2	zeggen maar	12	A	23, 29, 34
2	2	dit zijn	15	A	6, 20
2	2	een armp	15	A	8, 22
2	2	een houder	15	A	20, 34
2	2	het hebben	6	A	29, 34
2	2	hij zitten	12	A	12, 23
2	2	in een	23	A	12, 34
2	2	met een	15	A	8, 22
2	2	ook een	4	A	6, 9
2	2	twee staaf	15	A	7, 21
2	2	zitten ook	29	A	6, 34
9	1	het	37	A	6, 7, 20, 21, 23, 29, 34, 37, 42
7	1	beker	37	A	6, 7, 20, 21, 23, 37, 42
6	1	soort	27	A	8, 9, 12, 22, 29, 34
6	1	twee	36	A	7, 11, 21, 28, 29, 42
5	1	ja	40	A	4, 19, 31, 41, 43
5	1	met	36	A	7, 8, 21, 22, 42
5	1	zitten	37	A	6, 12, 23, 34, 42
4	1	en	26	A	9, 12, 22, 34
4	1	uit	36	A	7, 21, 29, 42
3	1	dat	19	A	5, 19, 23
3	1	dit	23	A	6, 20, 28
3	1	dus	15	A	23, 29, 37
3	1	hebben	7	A	28, 29, 34
3	1	komen	16	A	7, 9, 22
3	1	nummer	37	A	5, 19, 41
3	1	staaf	15	A	7, 9, 21
2	1	bekert	14	A	29, 42
2	1	boven	13	A	22, 34
2	1	hij	12	A	12, 23
2	1	links	13	A	22, 34
2	1	slurf	22	A	22, 43
2	1	wat	16	A	7, 22

