Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	6	in het midden en dan die	33	14	1	A	20, 33
3	1	5	in het midden en dan	33	27	2	A	7, 20, 33
2	2	5	en die twee dinget bovenop	41	15	1	B	27, 41
4	4	4	en dan die buis	26	19	2	B	15, 25, 26, 33
5	3	3	en die twee	35	25	3	B	17, 27, 33, 35, 41
4	1	3	in het midden	37	31	2	A	7, 20, 33, 37
2	2	3	ja dat zijn	42	24	1	A	19, 42
8	3	2	en dan	15	27	2	A	7, 10, 15, 20, 22, 25, 26, 33
6	2	2	die buis	35	25	2	B	15, 25, 26, 33, 35, 39
6	3	2	en die	35	25	3	B	17, 27, 33, 35, 39, 41
5	5	2	aan de	10	32	1	B	8, 10, 18, 26, 39
5	3	2	dat zijn	14	40	1	A	3, 14, 19, 30, 42
5	5	2	dit zijn	7	37	1	B	1, 7, 15, 20, 37
3	1	2	ja dat	42	24	2	A	19, 22, 42
2	2	2	en de	18	2	1	B	17, 18
19	17	1	ja	4	43	2	A	0, 3, 4, 5, 6, 7, 9, 11, 13, 19, 22, 23, 24, 28, 32, 37, 38, 40, 42
15	3	1	en	15	35	3	A	7, 10, 12, 15, 17, 18, 20, 22, 25, 26, 27, 33, 35, 39, 41
14	5	1	die	15	35	1	A	7, 15, 17, 20, 22, 25, 26, 27, 28, 33, 35, 37, 39, 41
11	6	1	dat	2	42	1	B	1, 2, 3, 7, 14, 19, 20, 22, 30, 37, 42
9	1	1	dan	15	29	3	A	5, 7, 10, 15, 20, 22, 25, 26, 33
8	2	1	buis	15	30	1	A	10, 15, 18, 25, 26, 33, 35, 39
7	1	1	de	12	32	1	B	8, 10, 12, 17, 18, 26, 39
7	7	1	vierkant	7	35	1	B	1, 7, 15, 20, 22, 33, 35
6	2	1	twee	17	30	1	A	12, 17, 27, 33, 35, 41
5	5	1	halverwege	9	20	2	B	1, 8, 9, 15, 20
5	1	1	het	7	37	1	B	1, 7, 20, 33, 37
3	1	1	bovenop	41	25	2	B	17, 27, 41
2	2	1	hebben	33	12	1	A	22, 33
2	2	1	ik	33	29	1	A	5, 33
2	2	1	zitten	10	10	1	B	1, 10

