Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	3	en aan de	11	16	1	A	4, 11, 19
3	3	3	zitten er een	11	9	2	A	3, 4, 11
2	2	3	aan de bovenkant	18	19	1	A	0, 18
7	2	2	aan de	20	25	2	A	0, 4, 11, 18, 19, 20, 24
4	1	2	en aan	20	17	1	A	4, 11, 19, 20
3	3	2	het kop	11	22	1	A	3, 11, 24
2	2	2	een rond	18	17	1	A	2, 18
2	2	2	naar beneden	16	6	1	B	11, 16
13	10	1	een	9	23	4	A	0, 2, 3, 4, 9, 11, 12, 15, 16, 18, 19, 20, 22
10	7	1	en	11	23	3	A	2, 3, 4, 11, 12, 16, 19, 20, 22, 24
8	2	1	aan	12	25	2	A	0, 4, 11, 12, 18, 19, 20, 24
8	4	1	de	11	25	3	A	0, 3, 4, 11, 18, 19, 20, 24
8	8	1	ja	5	25	1	A	2, 5, 9, 10, 11, 13, 17, 26
7	7	1	oké	12	19	1	B	9, 12, 14, 15, 18, 21, 27
6	3	1	het	7	22	1	A	3, 7, 9, 11, 16, 24
5	5	1	balle	1	23	1	A	0, 1, 2, 15, 22
5	5	1	zijn	7	24	1	A	0, 7, 8, 17, 23
4	4	1	hebben	18	13	3	A	6, 12, 15, 18
4	1	1	kop	11	25	2	A	0, 3, 11, 24
3	3	1	die	16	15	1	B	11, 16, 25
3	3	1	je	9	8	2	A	2, 6, 9
3	1	1	rond	9	17	1	A	2, 9, 18
3	1	1	zitten	11	9	2	A	3, 4, 11
2	2	1	kant	20	17	1	A	4, 20
2	2	1	wel	22	14	1	B	9, 22
2	2	1	zien	9	8	1	A	2, 9

