Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	ok even kijken	9	A	28, 36
2	2	er in	13	A	12, 24
2	2	geel knop	5	A	19, 23
2	2	ja ik	4	A	14, 17
9	1	ja	25	A	12, 14, 16, 17, 21, 26, 28, 30, 36
5	1	ik	26	A	14, 17, 19, 24, 39
5	1	ok	34	A	3, 16, 19, 28, 36
4	1	ijsthee	29	A	9, 28, 31, 37
4	1	o	33	A	7, 21, 24, 39
3	1	die	16	A	9, 19, 24
3	1	kijken	21	A	16, 28, 36
3	1	zo'n	8	A	8, 12, 15
2	1	dan	5	A	19, 23
2	1	de	2	A	23, 24
2	1	denken	4	A	11, 14
2	1	een	28	A	12, 39
2	1	hebben	16	A	24, 39
2	1	lepel	13	A	12, 24
2	1	met	13	A	12, 24
2	1	nou	19	A	1, 19
2	1	wat	8	A	17, 24
2	1	wel	14	A	11, 24
2	1	weten	8	A	17, 24
2	1	zijn	8	A	17, 24

