Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	er zitten een driehoek op	24	B	3, 26
2	5	zijn er maar één van	15	B	15, 29
3	3	er maar één	20	B	10, 15, 29
3	2	dat zijn	29	B	13, 24, 41
3	2	driehoek op	41	B	3, 26, 43
2	2	waar de	29	B	15, 43
2	2	zijn dat	6	B	5, 10
8	1	ja	39	B	9, 12, 21, 31, 34, 36, 42, 47
8	1	zijn	37	B	5, 10, 13, 15, 24, 27, 29, 41
6	1	dat	37	B	5, 10, 13, 24, 40, 41
5	1	een	24	B	3, 5, 7, 22, 26
5	1	er	27	B	3, 10, 15, 26, 29
4	1	op	41	B	3, 15, 26, 43
4	1	één	28	B	10, 15, 29, 37
3	1	de	29	B	15, 22, 43
3	1	die	19	B	22, 37, 40
3	1	en	30	B	5, 27, 34
3	1	oké	15	B	10, 15, 24
3	1	van	15	B	15, 22, 29
2	1	dus	15	B	15, 29
2	1	gewoon	4	B	37, 40
2	1	heel	6	B	22, 27
2	1	ook	16	B	22, 37
2	1	piramide	9	B	7, 15

