Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	6	en dat driehoek aan de zijkant	18	10	1	A	9, 18
3	3	4	weer met die neus	25	12	1	A	21, 25, 32
2	2	4	ja ja dat zijn	10	5	1	A	6, 10
4	4	3	aan de voorkant	9	21	1	B	1, 9, 12, 21
3	1	3	driehoek aan de	9	14	1	B	5, 9, 18
3	1	3	en dat driehoek	33	25	1	A	9, 18, 33
2	2	3	dat rechthoek en	27	19	1	A	9, 27
6	6	2	en dan	13	25	1	A	9, 13, 21, 27, 32, 33
4	4	2	bij mij	10	32	1	A	6, 10, 23, 37
4	2	2	dat zijn	23	32	1	A	6, 10, 23, 37
4	1	2	die neus	25	24	2	A	9, 21, 25, 32
4	1	2	en dat	34	26	1	A	9, 18, 33, 34
3	3	2	en het	22	14	2	A	9, 21, 22
3	3	2	en nog	4	3	1	B	3, 4, 5
2	2	2	dat staaf	34	2	1	B	33, 34
13	3	1	en	4	32	1	B	3, 4, 5, 9, 13, 15, 18, 21, 22, 27, 32, 33, 34
12	10	1	ja	5	34	1	A	2, 5, 6, 10, 14, 16, 17, 22, 26, 29, 33, 35
10	1	1	dat	13	32	2	A	6, 9, 10, 13, 18, 23, 27, 33, 34, 37
9	9	1	oké	1	32	1	A	0, 1, 7, 8, 11, 17, 24, 30, 31
8	2	1	de	10	27	2	B	1, 5, 9, 10, 12, 18, 21, 27
6	4	1	het	9	32	1	B	1, 9, 12, 21, 22, 32
6	3	1	weer	12	24	1	A	9, 12, 13, 21, 25, 32
6	2	1	zijn	21	32	1	A	6, 10, 21, 23, 32, 37
5	1	1	die	9	30	1	B	3, 9, 21, 25, 32
5	1	1	driehoek	21	29	1	B	5, 9, 18, 21, 33
4	1	1	met	25	24	2	A	9, 21, 25, 32
3	3	1	kwast	13	19	1	A	9, 13, 27
3	3	1	één	4	4	2	B	1, 3, 4
2	2	1	hebben	9	9	1	B	1, 9
2	2	1	top	28	9	1	B	20, 28

