Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	ik hebben die een met	21	A	15, 35
3	3	half cirkel bovenop	21	A	15, 25, 35
2	3	die half cirkel	7	A	29, 35
2	3	en aan de	3	A	6, 8
2	3	laten maar zeggen	22	A	6, 27
3	2	ik hebben	21	A	15, 25, 35
2	2	even kijken	3	A	4, 6
2	2	op dat	2	A	26, 27
10	1	ja	36	A	2, 4, 6, 12, 18, 21, 23, 27, 29, 37
6	1	bovenop	30	A	6, 15, 16, 25, 29, 35
4	1	dat	15	A	25, 26, 27, 39
4	1	en	21	A	6, 8, 16, 26
3	1	met	21	A	15, 25, 35
3	1	nummer	22	A	13, 24, 34
2	1	een	21	A	15, 35
2	1	staan	4	A	26, 29
2	1	weer	10	A	16, 25
2	1	zijn	16	A	24, 39
2	1	zo'n	11	A	6, 16

