Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	staaf aan de bovenkant	8	B	26, 33
4	3	aan de bovenkant	33	B	1, 14, 26, 33
3	3	en aan de	17	B	0, 1, 16
2	3	aan de rechterkant	31	B	3, 33
2	3	dat zijn e	18	B	11, 28
2	3	een soort van	12	B	3, 14
2	3	yes dat zijn	12	B	29, 40
5	2	dat zijn	30	B	11, 28, 29, 33, 40
2	2	dit zijn	2	B	12, 13
2	2	hebben hij	2	B	0, 1
2	2	rechthoekig staaf	18	B	16, 33
2	2	rond neusje	34	B	0, 33
11	1	ja	39	B	1, 3, 9, 10, 14, 19, 26, 28, 32, 35, 39
9	1	zijn	41	B	0, 11, 12, 13, 25, 28, 29, 33, 40
8	1	een	27	B	0, 1, 3, 13, 14, 16, 23, 26
7	1	aan	34	B	0, 1, 3, 14, 16, 26, 33
7	1	de	34	B	0, 1, 3, 14, 16, 26, 33
6	1	dat	30	B	11, 26, 28, 29, 33, 40
6	1	en	34	B	0, 1, 16, 26, 30, 33
4	1	hebben	27	B	0, 1, 16, 26
4	1	rond	34	B	0, 23, 26, 33
3	1	het	20	B	14, 23, 33
3	1	ik	30	B	1, 25, 30
3	1	je	13	B	14, 16, 26
3	1	neusje	34	B	0, 3, 33
3	1	staaf	18	B	16, 26, 33
2	1	in	8	B	16, 23
2	1	kegel	8	B	26, 33
2	1	linkerkant	17	B	0, 16
2	1	met	2	B	13, 14
2	1	neus	21	B	13, 33
2	1	omschrijven	19	B	12, 30

