Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	7	met het zonnepaneel en de spijker erdoorheen	8	B	30, 37
3	3	met het zonnepaneel	18	B	20, 30, 37
2	3	dit zijn degeen	18	B	20, 37
2	3	een soort van	2	B	14, 15
2	3	even zoeken hoor	9	B	5, 13
3	2	de spijker	18	B	20, 30, 37
3	2	ik moeten	30	B	5, 13, 34
3	2	wachten even	8	B	5, 10, 12
2	2	zijn het	2	B	14, 15
8	1	ja	32	B	8, 17, 25, 26, 28, 34, 35, 39
5	1	even	30	B	5, 10, 12, 13, 34
5	1	het	24	B	14, 15, 20, 30, 37
5	1	met	23	B	15, 20, 26, 30, 37
4	1	zonnepaneel	23	B	15, 20, 30, 37
3	1	erdoorheen	12	B	26, 30, 37
3	1	hoor	9	B	5, 10, 13
2	1	alsof	7	B	14, 20
2	1	een	2	B	14, 15
2	1	er	7	B	14, 20
2	1	erachter	6	B	15, 20
2	1	lijken	7	B	14, 20
2	1	okee	7	B	17, 23
2	1	wat	16	B	5, 20
2	1	één	10	B	5, 14

