Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	8	weer die een met aan de linkerkant dan	18	B	27, 44
2	5	die dan telkens groot worden	20	B	8, 27
3	4	aan de linkerkant dan	36	B	9, 27, 44
2	4	aan de aan de	11	B	38, 48
2	4	dat zijn bij mij	21	B	6, 26
2	4	en dan aan de	2	B	44, 45
2	4	en dan bovenin en	10	B	29, 38
4	3	aan de linkerkant	40	B	9, 27, 44, 48
3	3	dan aan de	39	B	7, 44, 45
2	3	aan de achterkant	36	B	10, 45
2	3	aan de rechterkant	32	B	7, 38
2	3	en aan de	37	B	9, 45
2	3	hebben je dan	42	B	7, 48
2	3	ja bij mij	10	B	42, 51
6	2	en dan	42	B	4, 9, 29, 38, 44, 45
4	2	hebben je	42	B	7, 9, 10, 48
3	2	bovenin en	30	B	9, 29, 38
3	2	die dan	37	B	8, 27, 44
3	2	groot worden	37	B	8, 27, 44
3	2	zo'n pin	37	B	9, 44, 45
2	2	dan hebben	36	B	9, 44
2	2	dan ook	5	B	44, 48
2	2	ja die	34	B	21, 54
2	2	ja oké	37	B	5, 41
2	2	nog een	36	B	10, 45
2	2	vierkant die	28	B	8, 35
12	1	dan	45	B	4, 6, 7, 8, 9, 17, 27, 29, 38, 44, 45, 48
11	1	die	47	B	8, 9, 15, 21, 27, 35, 37, 38, 41, 44, 54
11	1	ja	54	B	1, 5, 7, 19, 21, 25, 41, 42, 51, 53, 54
8	1	de	42	B	7, 9, 10, 27, 38, 44, 45, 48
7	1	hebben	42	B	7, 9, 10, 17, 27, 44, 48
5	1	een	36	B	10, 12, 27, 44, 45
5	1	je	42	B	7, 9, 10, 17, 48
4	1	worden	37	B	8, 27, 35, 44
3	1	dat	37	B	6, 26, 42
3	1	weer	38	B	7, 27, 44
3	1	zijn	37	B	6, 26, 42
2	1	ik	38	B	7, 44
2	1	nee	33	B	15, 47
2	1	nou	21	B	7, 27
2	1	steeds	10	B	35, 44

