Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	oké deze hebben een	15	5	1	A	11, 15
3	1	3	deze hebben een	19	9	1	A	11, 15, 19
3	3	3	op het kop	11	16	1	B	0, 11, 15
5	2	2	het kop	17	23	1	B	0, 11, 15, 17, 22
2	2	2	een rechthoek	2	3	1	B	0, 2
8	8	1	ja	5	21	2	A	3, 4, 5, 7, 8, 10, 21, 23
7	3	1	een	2	20	1	B	0, 2, 4, 11, 15, 17, 19
6	6	1	die	12	21	3	B	0, 1, 6, 12, 17, 20
6	2	1	het	11	23	2	B	0, 1, 11, 15, 17, 22
6	1	1	kop	11	23	2	B	0, 1, 11, 15, 17, 22
6	4	1	rechthoek	15	23	1	B	0, 2, 15, 17, 19, 22
5	5	1	dat	4	18	1	B	1, 4, 13, 14, 18
5	2	1	hebben	4	19	1	B	1, 4, 11, 15, 19
5	5	1	zijn	12	18	1	B	1, 12, 13, 14, 18
4	4	1	ik	4	25	1	B	0, 4, 23, 24
4	4	1	liggen	17	20	2	B	0, 15, 17, 19
4	4	1	niet	6	14	1	A	4, 6, 12, 17
4	2	1	oké	11	21	1	B	0, 11, 15, 20
3	3	1	en	4	5	2	B	0, 1, 4

