Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	driehoek aan de onderkant	10	A	18, 27
2	3	dat zijn vier	19	A	8, 26
2	3	ja dat zijn	10	A	8, 17
2	3	ja dit zijn	10	A	9, 18
3	2	aan de	18	A	10, 18, 27
3	2	dit zijn	19	A	9, 18, 27
2	2	dat driehoek	9	A	10, 18
2	2	en dan	5	A	6, 10
2	2	man met	10	A	18, 27
2	2	met die	10	A	9, 18
9	1	ja	23	A	5, 8, 9, 13, 17, 18, 24, 25, 27
6	1	dat	19	A	8, 9, 10, 17, 18, 26
5	1	driehoek	25	A	3, 6, 10, 18, 27
4	1	die	13	A	6, 9, 10, 18
3	1	de	18	A	10, 18, 27
3	1	en	22	A	6, 10, 27
2	1	op	4	A	6, 9

