Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	6	aan de bovenzijde van de beker	16	3	1	A	14, 16
2	2	5	met een ei aan de	63	5	1	A	59, 63
4	4	3	aan de linkerkant	8	69	1	B	4, 8, 64, 72
4	2	3	ei aan de	67	14	1	A	59, 63, 67, 72
3	1	3	aan de bovenzijde	18	5	1	A	14, 16, 18
3	3	3	nog een staaf	48	57	1	B	3, 48, 59
2	2	3	aan de onderzijde	43	3	1	A	41, 43
2	2	3	daar rechts van	46	31	1	B	16, 46
2	2	3	en het hebben	41	4	1	B	38, 41
2	2	3	het hebben niet	39	16	1	B	24, 39
2	2	3	ja dat zijn	66	5	1	B	62, 66
18	6	2	aan de	8	71	3	B	2, 3, 4, 8, 14, 16, 17, 18, 33, 37, 41, 43, 54, 59, 63, 64, 67, 72
13	13	2	een soort	8	65	3	B	1, 4, 5, 8, 9, 11, 17, 21, 22, 46, 48, 54, 65
8	8	2	opengeslagen boek	44	70	1	B	5, 44, 54, 60, 64, 68, 72, 74
6	2	2	de linkerkant	8	69	2	B	4, 5, 8, 44, 64, 72
6	6	2	en dan	48	56	4	B	4, 16, 17, 28, 48, 59
5	3	2	dat zijn	62	38	1	A	39, 62, 66, 70, 76
5	2	2	een staaf	72	72	1	B	3, 48, 59, 72, 74
5	1	2	het hebben	39	18	3	B	24, 25, 38, 39, 41
4	4	2	de rechterzijde	54	66	1	B	2, 54, 59, 67
4	4	2	mooi kwast	72	17	2	A	58, 68, 72, 74
4	1	2	nog een	54	57	1	B	3, 48, 54, 59
3	3	2	een driehoek	37	8	2	B	30, 32, 37
3	1	2	een ei	63	10	2	A	54, 59, 63
3	3	2	even kijken	7	34	1	B	2, 7, 35
3	1	2	met een	74	16	1	A	59, 63, 74
3	1	2	van de	44	31	1	A	14, 16, 44
2	2	2	dit zijn	63	6	1	A	58, 63
2	2	2	kwast en	65	18	1	A	48, 65
2	2	2	linker uitsteeksel	27	2	1	B	26, 27
2	2	2	zijn niet	39	11	1	B	29, 39
26	10	1	een	8	74	5	B	1, 2, 3, 4, 5, 8, 9, 11, 16, 17, 21, 22, 28, 29, 30, 31, 32, 37, 46, 48, 54, 59, 63, 65, 72, 74
24	5	1	de	8	71	4	B	2, 3, 4, 5, 8, 12, 14, 16, 17, 18, 24, 32, 33, 37, 41, 43, 44, 52, 54, 59, 63, 64, 67, 72
19	6	1	soort	18	68	3	B	1, 4, 5, 8, 9, 11, 17, 18, 19, 21, 22, 39, 41, 46, 48, 54, 58, 65, 68
18	13	1	het	23	66	3	B	3, 11, 21, 23, 24, 25, 27, 29, 30, 38, 39, 41, 48, 52, 53, 54, 57, 68
18	16	1	ja	27	65	2	B	11, 15, 27, 31, 34, 45, 47, 50, 51, 53, 55, 56, 61, 62, 66, 69, 73, 75
15	6	1	en	41	73	7	B	2, 3, 4, 16, 17, 28, 38, 41, 48, 54, 59, 60, 65, 68, 74
15	7	1	zijn	39	66	6	B	11, 12, 16, 21, 22, 29, 39, 44, 57, 58, 62, 63, 66, 70, 76
13	9	1	van	14	65	4	B	1, 4, 5, 11, 14, 16, 17, 21, 22, 32, 44, 46, 65
10	2	1	boek	8	70	1	B	5, 8, 28, 44, 54, 60, 64, 68, 72, 74
10	4	1	dan	48	57	7	B	3, 4, 16, 17, 21, 28, 31, 48, 57, 59
10	5	1	dat	39	74	3	B	3, 22, 26, 39, 44, 60, 62, 66, 70, 76
9	4	1	hebben	39	41	6	B	3, 6, 24, 25, 28, 38, 39, 41, 43
9	1	1	opengeslagen	44	70	2	B	5, 28, 44, 54, 60, 64, 68, 72, 74
8	5	1	met	44	51	1	B	24, 44, 54, 58, 59, 60, 63, 74
7	2	1	ei	63	29	3	A	46, 54, 59, 63, 67, 72, 74
7	7	1	maar	22	45	2	A	14, 18, 22, 31, 36, 44, 58
7	4	1	niet	23	31	1	B	11, 23, 24, 29, 36, 39, 41
7	7	1	zitten	9	48	2	B	2, 5, 9, 17, 33, 46, 49
7	7	1	zo'n	18	58	3	B	1, 4, 13, 18, 39, 41, 58
6	6	1	erin	65	60	4	A	9, 54, 58, 59, 65, 68
6	2	1	staaf	48	72	1	B	3, 48, 59, 68, 72, 74
5	2	1	even	18	51	1	B	2, 7, 18, 35, 52
5	5	1	ook	41	44	2	B	16, 30, 41, 54, 59
4	2	1	beker	54	55	1	A	14, 16, 54, 68
4	4	1	je	39	17	2	B	28, 30, 39, 44
3	2	1	daar	16	38	1	A	9, 16, 46
3	3	1	ding	24	21	1	A	18, 24, 38
3	3	1	of	30	22	1	A	10, 30, 31
3	1	1	rechts	74	59	1	B	16, 46, 74
3	3	1	zien	30	8	2	A	23, 27, 30
2	2	1	iets	19	18	1	B	2, 19
2	2	1	in	68	37	1	B	32, 68

