Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	3	draaien pilaar die	28	29	1	B	0, 28
2	2	3	op een driehoek	26	21	1	A	6, 26
5	3	2	een driehoek	19	21	2	A	6, 16, 19, 20, 26
4	2	2	draaien pilaar	22	30	1	B	0, 22, 28, 29
4	2	2	op een	6	27	1	B	0, 6, 7, 26
2	2	2	dit zijn	6	7	1	B	0, 6
2	2	2	draaien paal	26	21	1	A	6, 26
2	2	2	drie ding	8	3	1	A	6, 8
2	2	2	een draaien	6	7	1	B	0, 6
9	3	1	een	7	27	1	B	0, 6, 7, 9, 12, 16, 19, 20, 26
9	9	1	ja	3	24	1	B	2, 3, 4, 5, 9, 13, 15, 19, 25
9	6	1	op	11	29	1	B	0, 6, 7, 11, 14, 20, 23, 26, 28
9	8	1	zijn	5	25	2	B	0, 2, 5, 6, 9, 11, 16, 19, 24
8	3	1	driehoek	19	23	3	A	6, 14, 16, 19, 20, 23, 26, 28
7	3	1	pilaar	11	30	1	B	0, 11, 16, 20, 22, 28, 29
6	6	1	de	8	23	1	A	6, 8, 11, 16, 22, 28
6	3	1	draaien	6	30	1	B	0, 6, 22, 26, 28, 29
5	5	1	dat	5	18	1	B	2, 5, 9, 11, 19
5	4	1	die	11	29	1	B	0, 11, 22, 23, 28
5	5	1	hij	24	21	3	A	6, 7, 14, 24, 26
4	4	1	bak	20	23	1	A	6, 20, 22, 28
4	2	1	drie	6	27	1	B	1, 6, 8, 27
4	4	1	en	6	14	1	B	1, 6, 11, 14
4	4	1	het	19	18	1	A	11, 19, 23, 28
4	4	1	met	22	17	2	B	12, 20, 22, 28
4	4	1	staan	22	29	2	B	0, 20, 22, 28
3	3	1	er	6	6	1	B	2, 6, 7
2	2	1	gedraaide	20	10	1	A	11, 20
2	2	1	je	8	2	1	A	7, 8
2	2	1	leunen	26	4	1	A	23, 26
2	2	1	waar	24	14	1	A	11, 24

