Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	7	met die twee torent aan de zijkant	12	9	1	A	4, 12
2	2	5	met die paddenstoel en die	23	3	1	B	21, 23
3	1	4	torent aan de zijkant	9	9	1	A	4, 9, 12
3	3	3	aan de voorkant	5	22	1	B	0, 5, 21
3	1	3	die twee torent	21	18	1	A	4, 12, 21
3	3	3	en die paddenstoel	12	13	1	A	4, 12, 16
3	3	3	ja dat zijn	22	6	1	B	20, 22, 25
3	1	3	met die twee	16	13	1	A	4, 12, 16
7	2	2	aan de	4	22	2	B	0, 1, 4, 5, 9, 12, 21
6	1	2	die paddenstoel	7	20	1	A	4, 7, 12, 16, 21, 23
5	2	2	dat zijn	14	15	1	B	11, 14, 20, 22, 25
3	3	2	dit zijn	12	20	1	A	4, 12, 23
3	3	2	erin en	4	22	1	B	0, 4, 21
2	2	2	die torent	23	15	1	B	9, 23
2	2	2	ik hebben	21	6	1	A	16, 21
2	2	2	ja oké	20	8	1	A	13, 20
2	2	2	plat ding	21	17	1	A	5, 21
12	8	1	ja	7	24	1	A	2, 7, 8, 10, 13, 17, 18, 19, 20, 22, 24, 25
9	1	1	zijn	11	24	2	A	2, 4, 11, 12, 14, 20, 22, 23, 25
8	4	1	die	4	24	1	B	0, 4, 7, 9, 12, 16, 21, 23
8	2	1	en	4	24	2	B	0, 1, 4, 5, 12, 16, 21, 23
7	5	1	oké	13	18	4	B	3, 9, 11, 12, 13, 15, 20
7	1	1	paddenstoel	4	23	1	B	1, 4, 7, 12, 16, 21, 23
7	3	1	twee	2	22	1	B	0, 2, 4, 7, 12, 16, 21
6	1	1	dat	11	21	1	A	5, 11, 14, 20, 22, 25
6	1	1	met	18	20	1	A	4, 12, 16, 18, 21, 23
4	2	1	ding	7	17	1	A	5, 7, 18, 21
3	1	1	hebben	16	22	1	B	0, 16, 21
3	3	1	nog	5	18	1	B	1, 5, 18
3	3	1	één	22	5	2	B	18, 21, 22
2	2	1	kasteelt	16	17	1	B	0, 16

