Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	ik hebben die met	25	3	1	B	23, 25
2	2	3	dat schoorsteen en	20	10	1	B	11, 20
2	2	3	ja dat zijn	24	3	1	B	22, 24
6	4	2	dat zijn	13	21	1	A	7, 13, 19, 22, 24, 27
5	5	2	aan de	8	25	1	B	1, 8, 15, 20, 25
5	3	2	ik hebben	15	18	1	A	8, 15, 20, 23, 25
5	3	2	schoorsteen en	20	15	2	B	11, 15, 20, 23, 25
4	2	2	die met	15	18	1	A	8, 15, 23, 25
3	1	2	dat schoorsteen	11	12	1	A	9, 11, 20
3	3	2	en dat	20	15	1	B	11, 20, 25
2	2	2	twee blok	17	2	1	A	16, 17
2	2	2	van zijn	20	20	1	B	1, 20
11	2	1	dat	11	21	3	A	7, 8, 9, 11, 13, 19, 20, 22, 24, 25, 27
11	10	1	ja	10	25	4	A	2, 4, 5, 6, 10, 12, 17, 18, 22, 24, 26
10	2	1	zijn	7	27	2	B	1, 3, 7, 13, 15, 19, 20, 22, 24, 27
9	4	1	en	9	23	1	B	3, 9, 11, 15, 16, 17, 20, 23, 25
8	5	1	die	8	23	1	B	3, 8, 11, 15, 16, 21, 23, 25
7	2	1	hebben	8	25	1	B	1, 8, 9, 15, 20, 23, 25
6	1	1	de	17	25	1	B	1, 8, 15, 17, 20, 25
6	1	1	ik	15	18	2	A	8, 9, 15, 20, 23, 25
6	2	1	met	15	18	2	A	8, 9, 15, 20, 23, 25
5	3	1	twee	7	15	1	B	3, 7, 11, 16, 17
5	5	1	vierkant	20	25	2	B	1, 15, 20, 23, 25
4	4	1	oké	24	25	3	B	0, 13, 14, 24
4	2	1	van	20	20	3	B	1, 3, 11, 20
3	3	1	het	15	15	1	A	9, 15, 23
2	2	1	weer	15	8	1	A	8, 15

