Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	6	dit zijn de tafel met het	24	12	1	B	13, 24
3	1	5	dit zijn de tafel met	24	12	2	B	13, 20, 24
2	2	3	dat hebben ik	2	2	1	A	1, 2
2	2	3	de het schaalt	20	11	1	A	10, 20
2	2	3	een soort van	10	8	1	B	3, 10
5	2	2	dit zijn	13	15	1	A	10, 13, 16, 20, 24
5	2	2	tafel met	16	25	2	B	0, 13, 16, 20, 24
4	4	2	schaalt erop	10	26	1	B	0, 10, 16, 25
3	1	2	de het	20	16	2	A	5, 10, 20
3	1	2	het schaalt	13	11	1	A	10, 13, 20
3	1	2	met het	13	15	1	A	10, 13, 24
3	2	2	soort van	10	16	1	B	3, 10, 18
2	2	2	dat zijn	26	4	1	A	23, 26
2	2	2	met die	16	14	1	B	3, 16
2	2	2	met een	10	11	1	B	0, 10
13	13	1	ja	4	25	2	B	2, 3, 4, 5, 6, 7, 8, 10, 11, 17, 19, 21, 26
8	1	1	zijn	13	18	2	A	9, 10, 13, 16, 20, 23, 24, 26
7	3	1	dat	3	26	1	A	1, 2, 3, 5, 16, 23, 26
7	1	1	schaalt	10	26	2	B	0, 3, 10, 13, 16, 20, 25
7	2	1	tafel	5	25	1	B	0, 5, 10, 13, 16, 20, 24
6	2	1	de	5	22	1	B	3, 5, 10, 13, 20, 24
6	1	1	dit	10	25	1	B	0, 10, 13, 16, 20, 24
6	1	1	het	13	20	3	A	5, 9, 10, 13, 20, 24
5	2	1	erop	10	26	1	B	0, 10, 16, 24, 25
4	2	1	een	10	11	3	B	0, 2, 3, 10
3	1	1	die	5	14	1	B	3, 5, 16
3	1	1	hebben	1	3	1	B	0, 1, 2
3	2	1	ik	1	3	1	B	0, 1, 2
2	2	1	benoemen	2	2	1	A	1, 2
2	2	1	dan	9	7	1	B	3, 9
2	2	1	en	10	8	1	B	3, 10
2	2	1	zeggen	5	6	1	B	0, 5

